experiment,feature_set,model,fold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,3,0.7894736842105263,0.7088122605363985,0.8773946360153257,0.7590261590261591,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.8620689655172413,5,4,25,4
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,4,0.868421052631579,0.7222222222222222,0.896551724137931,0.8429854096520764,0.6153846153846154,1.0,0.4444444444444444,1.0,4,0,29,5
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,5,0.8157894736842105,0.6877394636015326,0.842911877394636,0.7164620954094638,0.5333333333333333,0.6666666666666666,0.4444444444444444,0.9310344827586207,4,2,27,5
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,6,0.9473684210526315,0.9208333333333334,0.975,0.875545634920635,0.875,0.875,0.875,0.9666666666666667,7,1,29,1
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,7,0.9473684210526315,0.875,0.9750000000000001,0.9464285714285714,0.8571428571428571,1.0,0.75,1.0,6,0,30,2
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,8,0.7894736842105263,0.7088122605363985,0.7931034482758621,0.490150547621812,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.8620689655172413,5,4,25,4
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,9,0.7894736842105263,0.6704980842911877,0.8850574712643678,0.6601361057243411,0.5,0.5714285714285714,0.4444444444444444,0.896551724137931,4,3,26,5
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,10,0.6578947368421053,0.5076628352490422,0.632183908045977,0.34718762718762725,0.23529411764705882,0.25,0.2222222222222222,0.7931034482758621,2,6,23,7
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,11,0.7368421052631579,0.5125,0.8375,0.5611432072829131,0.16666666666666666,0.25,0.125,0.9,1,3,27,7
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,12,0.9473684210526315,0.9208333333333334,0.9458333333333333,0.7894345238095238,0.875,0.875,0.875,0.9666666666666667,7,1,29,1
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,13,0.868421052631579,0.7605363984674329,0.8582375478927202,0.7709642209642211,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.9655172413793104,5,1,28,4
